date,prcp(mm/day),tmean(C),srad(W/m2),vp(Pa),GW(feet)
22/2/1982,5.3,7.08,256.42,644.04,2.52
23/2/1982,0,4.945,398.82,480.5,2.64
24/2/1982,0,12.745,414.02,736.72,2.71
25/2/1982,0,9.79,413.13,622.34,2.89
26/2/1982,0,0.08,332.6,404.26,2.98
27/2/1982,15.79,0.395,194.02,469.99,2.82
28/2/1982,13.68,3.63,160.09,631.9,2.37
1/3/1982,0,4.815,367.22,554.42,2.47
2/3/1982,0,8.155,416.09,600,2.59
3/3/1982,0,11.585,378.43,864.3,2.73
4/3/1982,0,6.555,359.72,640,2.79
5/3/1982,7.72,9.93,292.07,758.85,2.84
6/3/1982,16.49,12.35,324,778.57,2.65
7/3/1982,11.97,4.45,146.36,695.75,2.15
8/3/1982,8.1,2.78,256.81,522.39,2.31
9/3/1982,0,4.45,412.17,498.13,2.46
10/3/1982,0,8.545,436.06,615.7,2.58
11/3/1982,0,11.855,428.75,794.29,2.65
12/3/1982,0,16.13,368.24,1218.97,2.74
13/3/1982,0,17.85,394.33,1280,2.82
14/3/1982,0,16.24,425.62,1075.45,2.94
15/3/1982,10.73,13.33,281.98,996.22,2.64
16/3/1982,12.41,6.885,138.71,829.12,2.19
17/3/1982,7.24,13.34,304.51,955.25,2.37
18/3/1982,0,14.325,473.58,824.52,2.57
19/3/1982,0,11.055,340.08,920,2.64
20/3/1982,10.15,10.875,221.69,964.48,2.62
21/3/1982,3.79,10.39,209.24,951.28,2.22
22/3/1982,0,13.645,351.71,1101.86,2.43
23/3/1982,0,11.145,378.54,908.59,2.62
24/3/1982,0,9.82,411.23,781.17,2.72
25/3/1982,0,10.86,435.52,799.37,2.81
26/3/1982,0,13.2,414.72,975.4,2.95
27/3/1982,0,6.185,462.97,560,3.13
28/3/1982,0,3.24,445.39,475.88,3.25
29/3/1982,0,4.375,497.21,440,3.31
30/3/1982,0,9.78,500.68,631.63,3.36
31/3/1982,0,15.6,413.63,1154.77,3.4
1/4/1982,0,15.38,462.94,1023.09,3.51
2/4/1982,0,14.545,498.02,880.82,3.6
3/4/1982,0.04,17.29,448.26,1199.69,3.59
4/4/1982,0,17.6,431.16,1268.92,3.77
5/4/1982,0,12.45,484.41,801.02,3.82
6/4/1982,1.05,9.435,295.16,909.3,3.84
7/4/1982,0,4.595,464.26,500.76,4
8/4/1982,0,3.965,394.55,549.06,4.02
9/4/1982,14.47,6.87,280.66,693.51,3.93
10/4/1982,0,6.545,500.23,543.4,4.07
11/4/1982,0,9.645,440.6,762.22,4.08
12/4/1982,0,9.975,523.56,639.06,4.17
13/4/1982,0,17.15,429.29,1272.81,4.23
14/4/1982,0,16.705,465.15,1160.22,4.29
15/4/1982,0,14.77,464.44,1012.41,4.35
16/4/1982,0,16.38,472.41,1109.9,4.37
17/4/1982,0,20.995,426.67,1599.31,4.37
18/4/1982,6.63,19.515,342.21,1382.32,4.44
19/4/1982,0,13.105,502.39,828.45,4.5
20/4/1982,0,15.02,473.96,1000.08,4.52
21/4/1982,2.95,17.48,186.79,1599.16,4.5
22/4/1982,0,14.025,393.08,1091.33,4.56
23/4/1982,0,10,447.85,770.43,4.65
24/4/1982,0,11.74,519.97,728.16,4.71
25/4/1982,0,15.245,522.45,919,4.75
26/4/1982,10.76,18.435,275.73,1462.83,4.56
27/4/1982,11.88,19.155,178.24,1779.5,4.37
28/4/1982,16.18,16.875,317.72,1266.9,3.56
29/4/1982,0,10.395,429.29,818.26,3.47
30/4/1982,0,11.335,521.4,722.14,3.55
1/5/1982,0,13.86,525.36,852.11,3.65
2/5/1982,0,17.6,477.67,1221.07,3.73
3/5/1982,4.93,17.895,350.34,1267.14,3.69
4/5/1982,0,17.165,487.2,1167.39,3.79
5/5/1982,0,15.47,531.51,920,3.91
6/5/1982,0,16.53,525.4,1000,4
7/5/1982,0,19.675,481.94,1347.86,4.06
8/5/1982,0,22.565,445.93,1706.84,4.15
9/5/1982,0,18.165,449,1306.03,4.25
10/5/1982,0,17.14,491.24,1137.17,4.35
11/5/1982,0,15.875,523.86,949.1,4.45
12/5/1982,0,18.04,509.65,1146.13,4.52
13/5/1982,0,22.03,488.93,1484.21,4.61
14/5/1982,0,22.75,472.11,1614.74,4.68
15/5/1982,0,20.785,501.08,1319.83,4.78
16/5/1982,0,20.185,492.78,1309.46,4.82
17/5/1982,0,22.315,423.75,1725.62,4.85
18/5/1982,0,21.675,487.11,1423.55,4.9
19/5/1982,0,22.63,392.81,1822.64,4.97
20/5/1982,5.58,23.565,278.37,2068.68,5.02
21/5/1982,1.83,23.22,339.35,1948.31,5.09
22/5/1982,5.54,23.41,262.76,2041.81,5.08
23/5/1982,5.02,23.6,287.67,1959.77,5.07
24/5/1982,16.73,23.105,253.47,2045.47,5.05
25/5/1982,21.55,22.92,200.25,2187.79,4.99
26/5/1982,1.55,22.28,306.46,2027.13,5.08
27/5/1982,0,21.34,277.1,1963.93,5.14
28/5/1982,14.17,23.595,228.76,2196.92,5.2
29/5/1982,2.87,25.135,272.54,2315.89,5.3
30/5/1982,3.32,25.82,326.45,2265.39,5.39
31/5/1982,0,26.83,380.61,2425.83,5.48
1/6/1982,6.37,26.11,349.33,2263.3,5.5
2/6/1982,12.23,23.835,298.53,2027.14,5.58
3/6/1982,0,22.605,379.31,1918.67,5.65
4/6/1982,8.8,23.225,237.35,2162.36,5.65
5/6/1982,35.79,22.9,238.4,2129.21,5.11
6/6/1982,5.4,21.575,341,1731.59,5.22
7/6/1982,0,19.43,364.67,1657.74,5.35
8/6/1982,0,20.225,418.01,1635.82,5.46
9/6/1982,0,22.58,394.02,1944.31,5.54
10/6/1982,0,21.695,366.49,1913.91,5.57
11/6/1982,2.38,20.58,294.24,1882.5,5.57
12/6/1982,0,20.76,449.13,1679.55,5.71
13/6/1982,1.01,21.42,429.4,1760,5.73
14/6/1982,7.42,20.12,331.67,1718.13,5.36
15/6/1982,0,21.36,489.29,1653.2,5.51
16/6/1982,0,24.215,442.21,2106.08,5.59
17/6/1982,8.43,25.655,310.35,2359.97,5.63
18/6/1982,14.96,23.55,299.04,2147.69,5.6
19/6/1982,8.76,23.82,270.52,2280.23,4.99
20/6/1982,0,24.33,376.79,2304.69,5.08
21/6/1982,0,23.285,417.32,2094.38,5.23
22/6/1982,0,24.12,437.57,2132.45,5.3
23/6/1982,0.34,20.69,399.48,1813.13,5.39
24/6/1982,0,21.63,476.25,1756.53,5.47
25/6/1982,0,21.27,480.98,1715.51,5.6
26/6/1982,0,23.21,466.69,1918.03,5.71
27/6/1982,0,24.52,447.04,2126.61,5.82
28/6/1982,0,24.88,449.52,2162.39,5.87
29/6/1982,2.29,26.135,385.83,2442.53,5.9
30/6/1982,6.62,25.955,314.26,2385.66,5.94
1/7/1982,0,24.91,464.74,2121.81,6.11
2/7/1982,0,21.33,523.87,1555.59,6.22
3/7/1982,0,23.63,467.95,1953.06,6.25
4/7/1982,0,25.3,417.88,2300.69,6.35
5/7/1982,5.41,23.79,326.99,2080,5.81
6/7/1982,0,21.955,459.15,1792.33,5.5
7/7/1982,0,23.2,479.32,1864.68,5.7
8/7/1982,0,26.195,423.07,2375.24,5.85
9/7/1982,0,27.105,428.47,2479.21,5.99
10/7/1982,13.05,26.56,331.26,2346.06,6.1
11/7/1982,18.12,26.04,303,2400.01,6.15
12/7/1982,5.15,26.48,291.68,2553.2,6.27
13/7/1982,0,25.605,343.5,2513.52,4.8
14/7/1982,15.26,25.54,268.7,2467.99,2.95
15/7/1982,7.09,24.975,241.91,2480.75,3.02
16/7/1982,2.15,24.845,310.37,2407.37,3.13
17/7/1982,0,25.85,393.7,2432.12,3.31
18/7/1982,0,26.965,404.83,2553.81,3.49
19/7/1982,0,27.405,396.56,2637.14,3.68
20/7/1982,0,27.295,411.46,2565.75,3.83
21/7/1982,0,26.19,416.93,2388.87,4.01
22/7/1982,0,25.64,459.47,2184.43,4.17
23/7/1982,0,26.89,402.95,2522.63,4.26
24/7/1982,23.05,26.115,308.88,2384.54,4.24
25/7/1982,0,24.785,430.63,2173.14,4.4
26/7/1982,0,25.5,449.26,2199.85,4.53
27/7/1982,0,27.19,430.88,2460.72,4.64
28/7/1982,0,27.87,418.52,2598.22,4.72
29/7/1982,2.87,26.82,353.79,2476.78,4.73
30/7/1982,0,25.45,356.45,2446.18,4.51
31/7/1982,4.76,25.51,214.5,2640,3.63
1/8/1982,16.43,25.3,257.05,2480.16,1.8
2/8/1982,0,24.48,448.51,2099.65,2.27
3/8/1982,0,24.15,444.83,2080.95,2.51
4/8/1982,0,24.385,455.18,2068.23,2.73
5/8/1982,0,25.53,429.02,2279.56,2.96
6/8/1982,0,26.495,424.75,2398.62,3.13
7/8/1982,0,26.045,424.53,2334.61,3.25
8/8/1982,2.86,26.775,324.97,2548.02,3.36
9/8/1982,6.93,27.01,299.02,2560.87,3.45
10/8/1982,8.49,26.69,307.85,2474.31,3.57
11/8/1982,15.72,26.37,351.67,2523.49,3.6
12/8/1982,55.22,23.035,295.8,2071.2,1.92
13/8/1982,0,19.94,412.05,1680.34,2.32
14/8/1982,0,22.32,444.91,1823.85,2.52
15/8/1982,0,22.755,444.53,1872.88,2.65
16/8/1982,6.79,23.87,296.22,2123.38,2.75
17/8/1982,4.2,24.695,303.92,2202.79,2.85
18/8/1982,0.52,23.325,412.14,1969.23,2.98
19/8/1982,0,23.35,407.06,2035.87,3.12
20/8/1982,0,24.56,448,2038.34,3.25
21/8/1982,0,25.795,388.48,2362.35,3.35
22/8/1982,0,21.73,459.82,1699.56,3.49
23/8/1982,0,23.21,404.35,2007.42,3.62
24/8/1982,0,25.67,392.22,2323.68,3.76
25/8/1982,0,27.305,360.49,2657,3.87
26/8/1982,0,23.955,472,1834.2,4.04
27/8/1982,0,21.475,487.26,1555.5,4.13
28/8/1982,6.37,22.84,312.56,1899.45,4.16
29/8/1982,8.28,20.085,348.76,1469.69,4.12
30/8/1982,0,15.83,493.47,1075.71,4.15
31/8/1982,0,20.65,426.91,1615.47,4.26
1/9/1982,0,23.57,350.13,2120,4.34
2/9/1982,0,25.02,311.69,2406.1,4.4
3/9/1982,0,25.775,351.26,2399.74,4.45
4/9/1982,0,23.645,436.33,1866.46,4.26
5/9/1982,0,19.615,451.77,1427.84,4.31
6/9/1982,0,18.805,467.49,1316.31,4.45
7/9/1982,0,20.04,482.91,1331.03,4.57
8/9/1982,0,21.11,444.69,1551.01,4.65
9/9/1982,0,19.465,425.89,1440.32,4.73
10/9/1982,0,19.675,418.17,1464.57,4.77
11/9/1982,0,19.16,428.11,1393.55,4.85
12/9/1982,0,21.995,435.99,1599.11,4.94
13/9/1982,0,23.185,406.96,1790.55,5.02
14/9/1982,0,22.23,417.21,1660.96,5.08
15/9/1982,0,22.435,402.74,1731.29,5.13
16/9/1982,0,23.915,380.78,1920.21,5.2
17/9/1982,0,23.305,372.46,1888.71,5.28
18/9/1982,0,20.95,411.23,1519.86,5.32
19/9/1982,19.72,23.145,291.44,1783.41,4.46
20/9/1982,9.79,21.865,181.59,2069,4.21
21/9/1982,6.4,20.33,181.18,1880.15,4.23
22/9/1982,7.25,17.99,144.17,1726.01,4.06
23/9/1982,0,15.28,373.09,1162.43,4.2
24/9/1982,0,14.75,432.12,962.67,4.32
25/9/1982,0,16.265,425.2,1082.78,4.4
26/9/1982,31.9,17.865,279.56,1335.86,3.63
27/9/1982,30.63,17.55,240.35,1412.68,2.77
28/9/1982,0,18.665,372.64,1387.08,2.95
29/9/1982,0,18.775,366.74,1405.59,3.09
30/9/1982,0.26,17.915,311.81,1450.19,3.17
1/10/1982,0,16.705,315.36,1348.17,3.25
2/10/1982,0,17.715,360.81,1322.76,3.36
3/10/1982,0,17.235,403.28,1152.26,3.48
4/10/1982,0,18.95,373.41,1358.93,3.57
5/10/1982,0,21.17,330.6,1683.96,3.7
6/10/1982,0,20.995,359.15,1572.82,3.79
7/10/1982,0,20.245,368.91,1446.69,3.86
8/10/1982,0,20.28,354.47,1492.99,3.92
9/10/1982,0,21.24,319.09,1715.97,3.98
10/10/1982,0,19.73,336.38,1482.93,4.09
11/10/1982,0,14.01,291.46,1148.91,4.17
12/10/1982,0,15.295,250.89,1319.85,4.23
13/10/1982,7.93,16.945,167.7,1560,4.24
14/10/1982,37.61,16.835,183.18,1453.32,4.25
15/10/1982,0,14.025,372.54,956.53,4.31
16/10/1982,0,14.105,344.73,1038.14,4.43
17/10/1982,0,8.8,393.06,626.85,4.55
18/10/1982,0,7.915,392.28,587.74,4.58
19/10/1982,0,12.135,385.02,781.02,4.62
20/10/1982,0,16.025,365.98,1044.6,4.64
21/10/1982,0,17.035,319.63,1258.56,4.68
22/10/1982,3.62,11.93,247.92,927.88,4.72
23/10/1982,0,9.64,271.2,837.56,4.76
24/10/1982,0,8.6,177.63,908.28,4.64
25/10/1982,27.13,9.44,110.97,993.49,2.4
26/10/1982,13.52,10.61,141.28,1027,2.17
27/10/1982,0,11.27,345.52,792.52,2.38
28/10/1982,0,11.16,365.59,716.6,2.51
29/10/1982,0,11.64,363.16,720.3,2.61
30/10/1982,0,12.83,360.06,770,2.7
31/10/1982,0,14.44,357.95,818.93,2.77
1/11/1982,0,17.335,308.09,1213.97,2.8
2/11/1982,0,19.375,265.99,1504.62,2.83
3/11/1982,0,19.835,275.66,1503.47,2.87
4/11/1982,5.59,20.84,216.03,1732.81,2.48
5/11/1982,17.28,15.555,244.89,964.96,1.97
6/11/1982,0,5.45,305.38,541.33,2.27
7/11/1982,0,5.8,317.36,522.4,2.42
8/11/1982,0,7.505,337.22,523.1,2.53
9/11/1982,0,10.7,331.94,640,2.62
10/11/1982,0,11.495,288.93,800,2.7
11/11/1982,0,10.92,309.08,718.49,2.75
12/11/1982,0,15.61,244.75,1179.83,2.77
13/11/1982,17.27,13.95,203,960,2.11
14/11/1982,0,5.34,279.34,526,2.16
15/11/1982,19.48,6.695,143.41,717.49,2.08
16/11/1982,0,4.095,277.28,478.36,2.26
17/11/1982,0,7.11,276.33,595.02,2.37
18/11/1982,0,10.59,230,858.93,2.47
19/11/1982,0,12.655,154.08,1159.74,2.54
20/11/1982,0,13.7,150.12,1251.41,2.61
21/11/1982,0,15.385,194.93,1280.81,2.65
22/11/1982,0,13.215,245.53,967.43,2.68
23/11/1982,0,15.12,242.53,1105.73,2.76
24/11/1982,0,17.05,203.61,1359.16,2.85
25/11/1982,0,7.935,300.64,511,2.95
26/11/1982,0,7.445,245.46,633.5,2.95
27/11/1982,5.46,10.64,140.02,920,2.98
28/11/1982,1.33,7.485,178.39,762.5,2.95
29/11/1982,14.21,13.6,172.65,1010.8,2.79
30/11/1982,1.81,12.245,262.03,826.42,2.88
1/12/1982,4.01,14.035,159.99,1100.01,2.92
2/12/1982,3.07,15.1,116.93,1330.46,2.97
3/12/1982,0,14.09,119.74,1333.94,2.99
4/12/1982,0,16.705,174.24,1412.83,3.01
5/12/1982,0,18.7,208.5,1471.87,3.04
6/12/1982,7.03,18.43,125.75,1605.9,2.98
7/12/1982,8.84,12.39,153.31,1016.19,2.95
8/12/1982,0,8.01,260.01,637.83,3
9/12/1982,0,7.74,249.54,652.57,3.06
10/12/1982,0,4.185,254.37,511.19,3.11
11/12/1982,6.53,3.985,144.29,596.01,2.99
12/12/1982,39.82,2.145,169.36,480,1.85
13/12/1982,6.14,-3.69,154.12,347.01,2.11
14/12/1982,0,-1.33,294.17,320.65,2.29
15/12/1982,0,5.88,312.32,497.61,2.35
16/12/1982,8.6,12.235,185.29,932.42,2.12
17/12/1982,6.89,9.48,192.87,720,2.19
18/12/1982,0,2.665,209.92,521.92,2.36
19/12/1982,0,0.775,244.15,412.22,2.41
20/12/1982,1.8,2.495,155.9,552.72,2.41
21/12/1982,0,2.975,212.97,520,2.55
22/12/1982,0,1.25,256.03,401.75,2.64
23/12/1982,0,4.38,274.32,457.51,2.68
24/12/1982,0,9.795,272.06,662.72,2.73
25/12/1982,0,14.73,248.57,1040,2.77
26/12/1982,0,17.01,221.11,1321.47,2.8
27/12/1982,0,15.95,202.31,1300.68,2.84
28/12/1982,0.05,14.425,223.02,1121.22,2.84
29/12/1982,5.17,17.345,119,1560,2.84
30/12/1982,9.94,9.995,184.98,798.86,2.7
31/12/1982,12.24,3.665,80.18,679.42,2.03
1/1/1983,2.07,4.005,97.19,718.71,2.21
2/1/1983,5.89,4.91,86.84,745.82,1.91
3/1/1983,9.02,4.25,113.34,679.7,1.84
4/1/1983,0,2.545,251.8,495.7,2.16
5/1/1983,2.32,4.475,198.43,599.64,2.17
6/1/1983,10.91,5.49,164.28,654.68,2.13
7/1/1983,0,7.6,281.28,640,2.31
8/1/1983,0,7.6,285.66,632.72,2.44
9/1/1983,0.17,6.01,241.82,640,2.51
10/1/1983,2.06,9.59,182.85,929.27,2.38
11/1/1983,0.82,10.455,174.83,1016.92,2.46
12/1/1983,0.1,7.325,248.86,720,2.32
13/1/1983,0,0.4,293.38,378.24,2.35
14/1/1983,0,0.34,297.98,360,2.48
15/1/1983,0,3.75,257.74,555.25,2.53
16/1/1983,0.03,1.98,225.07,520,2.65
17/1/1983,0,-0.47,294.07,360,2.72
18/1/1983,0,0.15,278.2,408.68,2.82
19/1/1983,0,-4.64,277.53,280,2.9
20/1/1983,0,-4.29,266.03,305.12,2.95
21/1/1983,0,-1.09,255.16,400.3,2.96
22/1/1983,7.52,3.91,179.26,597.29,2.77
23/1/1983,11.46,6.13,130.58,775.98,2.35
24/1/1983,0,5.71,171.75,752.43,2.49
25/1/1983,0,5.145,282.09,600.1,2.62
26/1/1983,0,3.65,327.73,462.77,2.72
27/1/1983,3.54,4.51,214.43,590.19,2.68
28/1/1983,10.3,4.005,161.88,640,2.04
29/1/1983,0,3.26,319.16,482.46,2.22
30/1/1983,0,6.22,339.55,556.34,2.34
31/1/1983,0,8.055,337.98,615.34,2.46
1/2/1983,0,7.365,339.17,596.48,2.55
2/2/1983,7.23,9.815,235.57,772.83,2.45
3/2/1983,12.62,12.515,188.23,1082.42,2.23
4/2/1983,0,5.76,286.04,640,2.47
5/2/1983,0,0.31,296.66,432.89,2.63
6/2/1983,12.91,1.105,180.04,497.66,2.31
7/2/1983,12.5,2.33,161.86,560,2
8/2/1983,0,3.135,316.42,520,2.28
9/2/1983,0,0.55,352.14,370.05,2.41
10/2/1983,0,2.03,298.29,482.56,2.49
11/2/1983,30.76,1.965,175.76,547.75,1.64
12/2/1983,12.69,-1.15,267.11,364.43,2.05
13/2/1983,0,0.42,320.2,449.22,2.2
14/2/1983,23.95,3.135,212.63,583.79,1.56
15/2/1983,18.67,4.515,291.39,548.68,1.86
16/2/1983,0,6.6,431.6,560,2.15
17/2/1983,1.09,8.55,348.32,782.11,2.08
18/2/1983,0,6.605,280.92,720,2.17
19/2/1983,0,5.015,387.86,520,2.35
20/2/1983,0,5.385,400.72,486.57,2.48
21/2/1983,0,6.78,412.95,514.25,2.55
22/2/1983,0,9.885,410.18,626.37,2.61
23/2/1983,10.17,12.565,265.82,921.9,2.21
24/2/1983,1.41,7.54,290.62,719.09,2.25
25/2/1983,9.71,5.305,167.5,719.67,2.19
26/2/1983,5.36,2.015,194.22,536.65,2.32
27/2/1983,0,2.445,359.37,477,2.46
28/2/1983,0,4.975,379.47,548.54,2.49
1/3/1983,17.53,8.41,193.26,851.69,1.69
2/3/1983,6.98,10.575,206.88,962.69,2.04
3/3/1983,0,11.04,432.69,720,2.3
4/3/1983,0,13.865,429.04,870.7,2.45
5/3/1983,0,15.755,421.94,1000.65,2.58
6/3/1983,0.94,16.82,348.09,1281.08,2.52
7/3/1983,6.61,16.525,152.34,1561.76,2.02
8/3/1983,3.76,16.955,203.85,1477.13,2.16
9/3/1983,3.33,11.975,227.37,1039.11,2.27
10/3/1983,0.61,10.44,248.67,1000,2.32
11/3/1983,0,10.65,326.44,920,2.46
12/3/1983,0,7.38,275.72,800,2.62
13/3/1983,0,8.54,430.7,664.54,2.77
14/3/1983,0,9.695,479.67,600,2.85
15/3/1983,0,14.87,457.98,918.67,2.93
16/3/1983,0,15.465,438.09,1012.62,2.99
17/3/1983,0.52,9.015,263.49,908.06,2.97
18/3/1983,24.36,13.16,237.49,1126.42,1.82
19/3/1983,14.99,14.995,233.49,1279.47,2.08
20/3/1983,0,12.915,439.04,911.07,2.34
21/3/1983,4.8,16.45,281.99,1286.69,1.93
22/3/1983,0,11.65,468.77,783.17,2.28
23/3/1983,0,4.945,435.2,549.6,2.49
24/3/1983,0,5.25,435.44,561.18,2.51
25/3/1983,5.24,2.745,262.36,540.8,2.24
26/3/1983,0,3.25,494.44,439.13,2.01
27/3/1983,6.54,8.33,327.31,720,1.91
28/3/1983,11.92,12.885,267.93,1073.09,2.09
29/3/1983,0,9.605,451.37,733.32,2.38
30/3/1983,0,7.995,462.94,639.7,2.53
31/3/1983,20.76,7.93,253.53,799.48,2.15
1/4/1983,15.41,5.575,294.02,619.77,2.14
2/4/1983,0.24,9.905,440.86,782.57,2.3
3/4/1983,6.1,12.7,305.71,999.61,2.36
4/4/1983,0,11.89,454.98,894.2,2.58
5/4/1983,0,12.48,479.2,882.45,2.69
6/4/1983,1.48,14.785,295.5,1270.19,2.75
7/4/1983,3.11,15.735,245.84,1361.02,2.78
8/4/1983,19.6,17.025,232.21,1480,2.73
9/4/1983,12.95,17.72,213.94,1603.08,2.42
10/4/1983,17.28,15.32,262.05,1301.78,2.1
11/4/1983,0.28,12.615,373.69,1060.9,2.21
12/4/1983,0,9.79,479.23,746.81,2.47
13/4/1983,0,11.535,512.08,793.85,2.63
14/4/1983,0,12.645,501.92,880,2.72
15/4/1983,0,15.23,408.26,1232.62,2.77
16/4/1983,58.3,13.75,324.2,1080,1.81
17/4/1983,0,8.4,517.48,640,2.24
18/4/1983,0,7.41,518.58,600,2.37
19/4/1983,4.88,3.945,280.51,600,2.33
20/4/1983,0,5.38,448.92,600,2.55
21/4/1983,0,7.025,530.45,564.2,2.7
22/4/1983,0,10.64,538.78,720,2.83
23/4/1983,0,14.435,462.18,1080.26,2.86
24/4/1983,20.54,15.595,235.71,1380.53,2.54
25/4/1983,12.53,12.82,314.81,1040,2.51
26/4/1983,0,13.435,498.37,943.11,2.73
27/4/1983,0,16.805,555.43,960.13,2.89
28/4/1983,0,20.24,525.99,1318.77,3.04
29/4/1983,0,21.365,487.65,1561.33,3.13
30/4/1983,0,20.48,470.43,1515.21,3.21
1/5/1983,0,21.16,430.29,1692.93,3.28
2/5/1983,0,22.285,413.16,1842.6,3.34
3/5/1983,0,22.695,376.43,1982.35,3.41
4/5/1983,17.95,20.82,309.23,1720,3.41
5/5/1983,0,14.805,529.49,950.84,3.5
6/5/1983,0,15.9,483.14,1141.38,3.61
7/5/1983,0,15.46,546.29,920,3.66
8/5/1983,0,19.275,466.87,1404.83,3.72
9/5/1983,0,16.25,504.99,1086.42,3.84
10/5/1983,0,12.965,507.15,874.41,3.92
11/5/1983,0,14.79,522.29,927.88,3.99
12/5/1983,0,16.185,519.92,1019.73,4.06
13/5/1983,0,16.8,516.3,1074.19,4.13
14/5/1983,0,19.625,462.04,1412.58,4.17
15/5/1983,0,22.98,410.59,1864.84,4.26
16/5/1983,1.49,23.545,338.06,2062.29,4.29
17/5/1983,8.61,14.35,388.18,917.93,4.39
18/5/1983,0,12.62,520.43,800,4.46
19/5/1983,0,15.04,471.69,1046.75,4.49
20/5/1983,21.65,19.16,245.24,1642.67,4.52
21/5/1983,33.01,22.025,218.59,2043.74,4.31
22/5/1983,0,23.165,317,2120,4.41
23/5/1983,5.91,23.225,244.07,2115.63,4.46
24/5/1983,5.83,21.415,294.59,1760,4.55
25/5/1983,0,17.325,481.63,1212.09,4.65
26/5/1983,0.49,19.32,446.74,1396.81,4.64
27/5/1983,8.02,18.035,319.79,1377.35,4.53
28/5/1983,0,16.635,477.83,1184.02,4.64
29/5/1983,0,19.33,478.67,1379.36,4.7
30/5/1983,5.72,22.72,274.01,1999.51,4.75
31/5/1983,12.99,23.35,272.89,2079.55,4.78
1/6/1983,2.37,21.325,362.33,1758.47,4.81
2/6/1983,5.35,16.635,336.56,1245.93,4.89
3/6/1983,0,19.405,458.37,1429.85,4.96
4/6/1983,3.47,22.985,298.51,1936.23,4.7
5/6/1983,0,22.715,416.98,1867.61,3.85
6/6/1983,0,23.685,371.89,2103.57,3.87
7/6/1983,4.97,24.09,236.15,2296.18,3.53
8/6/1983,23.39,20.68,323.01,1641.76,1.87
9/6/1983,0,19.16,446.86,1464.83,2.36
10/6/1983,0,19.31,463.31,1453.49,2.57
11/6/1983,0,18.985,514.3,1317.51,2.77
12/6/1983,0,19.5,538.24,1280.1,2.93
13/6/1983,0,21.65,523.35,1469.41,3.07
14/6/1983,0,23.87,493.75,1779.5,3.2
15/6/1983,0,24.205,475.03,1880.67,3.32
16/6/1983,0,23.42,488.54,1760,3.45
17/6/1983,0,24.465,470.99,1915.67,3.56
18/6/1983,0,24.41,467.51,1920,3.66
19/6/1983,0,24.965,445.44,2080.07,3.78
20/6/1983,0,24.795,430.93,2091.26,3.88
21/6/1983,21.32,24.285,267.64,2224.55,3.88
22/6/1983,1.34,22.465,342.91,1998.92,3.97
23/6/1983,0,21.075,470.2,1584.19,4.08
24/6/1983,0,22.615,485.26,1676.29,4.18
25/6/1983,0,24.91,439.42,2072.72,4.29
26/6/1983,0,23.71,489.85,1757.22,4.41
27/6/1983,0,25.005,458.72,2000,4.49
28/6/1983,0,27.015,383.19,2492.58,4.55
29/6/1983,2.99,27.06,269.15,2576.84,4.61
30/6/1983,0.16,23.16,360.06,2080,4.65
1/7/1983,0,23.75,338.54,2191.7,4.62
2/7/1983,0,26.78,399.37,2410.32,4.42
3/7/1983,0,28.58,398.47,2665.78,4.57
4/7/1983,0,28.36,412.91,2577.99,4.64
5/7/1983,3.23,26.875,365.59,2289.11,4.19
6/7/1983,3.15,24.99,326.03,2194.44,4.33
7/7/1983,0,23.365,429.17,1899.8,4.52
8/7/1983,0,20.47,503.05,1408.78,4.63
9/7/1983,0,22.23,504.04,1560,4.74
10/7/1983,0,23.975,453.34,1883.56,4.87
11/7/1983,0,22.64,473.44,1689.55,4.99
12/7/1983,0,23.76,482.29,1761.38,5.09
13/7/1983,0,26.75,434.02,2280.12,5.17
14/7/1983,0,28.365,408.82,2566.19,5.27
15/7/1983,0,26.9,457.1,2199.71,5.38
16/7/1983,0,28.975,433.38,2512.92,5.46
17/7/1983,0,30.265,410.65,2797.32,5.58
18/7/1983,0,29.54,443.35,2520.81,5.68
19/7/1983,0,29.405,422.98,2608.22,5.73
20/7/1983,0,29.205,414.5,2623.9,5.73
21/7/1983,0,30.4,394.51,2875.63,5.86
22/7/1983,4.2,29.275,353.97,2533.22,5.13
23/7/1983,0,27.11,409.48,2364.51,5.13
24/7/1983,22.32,27.57,275.83,2582.86,4.87
25/7/1983,0,26.325,409.28,2274.37,4.91
26/7/1983,0,24.875,408.91,2108.63,5.15
27/7/1983,0,23.78,480.92,1701.38,5.38
28/7/1983,0,24.065,500.97,1613.27,5.55
29/7/1983,0,24.435,481.49,1727.58,5.69
30/7/1983,0,25.735,444.86,2019.69,5.8
31/7/1983,0,27.18,435.78,2205.72,5.92
1/8/1983,0,29.125,381.09,2699.08,6.05
2/8/1983,0,28.525,372.48,2647.7,6.15
3/8/1983,0,26.705,330.23,2530.58,6.11
4/8/1983,0,25.72,393.13,2203.78,6
5/8/1983,0,27.325,409.03,2308.37,6.21
6/8/1983,0.48,27.65,397.68,2364.38,6.05
7/8/1983,0,27.055,415.88,2238.42,4.49
8/8/1983,0,27.025,403,2308.43,4.64
9/8/1983,0,28.36,420.52,2372.44,4.83
10/8/1983,0,27.64,441.62,2170.15,5.01
11/8/1983,0,28.81,411.28,2475.37,5.15
12/8/1983,6.26,27.79,332.81,2258.98,5.32
