date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(mm),GW(feet)
5/8/1981,0,27.275,0.552,389.13,2647.6,0.395260556,9.786585366,25.99
6/8/1981,0,27.8,0.547999884,410.52,2656.37,0.359327779,9.786585366,26
7/8/1981,0,28.5,0.547999884,421.47,2720,0.34136139,9.786585366,26.22
8/8/1981,0,29,0.547999884,394.33,2880,0.305428612,9.786585366,26.19
9/8/1981,0,28.75,0.547999884,409.24,2800,0.269495834,9.786585366,26.02
10/8/1981,5.29,28.29,0.544000116,288.84,2812.63,0.287462223,9.786585366,25.91
11/8/1981,12.84,27.71,0.544000116,292.5,2721.25,0.197630278,9.786585366,25.82
12/8/1981,3.73,27.255,0.544000116,316.64,2562.15,0.136544556,9.786585366,25.76
13/8/1981,0,27.925,0.544000116,391.21,2759.03,0.104205056,9.786585366,25.73
14/8/1981,0,27.705,0.540078472,372.86,2786.27,0.129358,9.786585366,25.67
15/8/1981,0,28.25,0.54,368.67,2880,0.1616975,9.786585366,25.61
16/8/1981,11.71,27.53,0.54,291.43,2764.73,0.179663889,9.786585366,25.62
17/8/1981,17.42,27.285,0.54,236.86,2880,0.233563056,9.786585366,25.62
18/8/1981,21.63,25.895,0.535999884,222.38,2720,0.287462223,9.786585366,25.57
19/8/1981,23.22,26.295,0.535999884,217.59,2800,0.34136139,9.786585366,25.61
20/8/1981,9.37,26.8,0.535999884,219.63,2877.2,0.377294167,9.786585366,25.73
21/8/1981,14.33,25.81,0.535999884,274.15,2579.24,0.485092501,9.786585366,25.72
22/8/1981,0,26.21,0.532000116,397.47,2560,0.521025279,10.6402439,26.135
23/8/1981,0,27.535,0.532000116,430.14,2651.94,0.50305889,10.6402439,26.55
24/8/1981,0,27.92,0.532000116,425.28,2720.41,0.467126112,10.54878049,26.45
25/8/1981,1.53,27.94,0.532000116,340.73,2852.06,0.413226945,10.50304878,26.25
26/8/1981,11.15,27.5,0.528,282.83,2800,0.449159723,10.44207317,26.13
27/8/1981,22.98,27.195,0.528,313.23,2640,0.66475639,10.47256098,26.06
28/8/1981,26.16,27.02,0.528,307.2,2640,0.880353057,10.32012195,26.06
29/8/1981,11.49,28,0.524078472,301.83,2800,0.970185002,9.618902439,26.04
30/8/1981,21.28,27.63,0.524,326.6,2640,1.024084169,9.283536585,25.88
31/8/1981,6.82,27.5,0.524,303.82,2720,0.988151391,9.009146341,25.79
1/9/1981,5.55,27.47,0.524,283.74,2789.99,0.862386669,8.887195122,25.73
2/9/1981,4.15,27.605,0.520000116,306.77,2720,0.736621946,8.841463415,25.68
3/9/1981,0,27.505,0.520000116,428.24,2641.87,0.646790001,8.826219512,25.65
4/9/1981,0,27.265,0.520000116,416.19,2644.89,0.610857224,8.87195122,25.65
5/9/1981,9.26,27.205,0.517349884,314.39,2623.28,0.574924446,8.87195122,25.6
6/9/1981,0,27.75,0.516,413.21,2720,0.556958057,8.87195122,25.59
7/9/1981,0.35,27.75,0.516,409.91,2720,0.485092501,8.87195122,26.41
8/9/1981,11.17,26.75,0.516,330.4,2480,0.431193334,8.87195122,27.14
9/9/1981,0,27.26,0.512,412.95,2643.05,0.359327779,8.87195122,27.14
10/9/1981,15.27,26.75,0.512,328.1,2480,0.34136139,8.87195122,26.95
11/9/1981,31,26,0.512,338.05,2320,0.50305889,8.87195122,26.75
12/9/1981,0,26.945,0.508000116,402.07,2618.57,0.449159723,8.87195122,26.67
13/9/1981,0,26.75,0.508000116,409.96,2560,0.395260556,8.87195122,26.48
14/9/1981,16.17,26.75,0.508000116,306.15,2560,0.395260556,8.87195122,26.365
15/9/1981,0,27.5,0.508000116,412.57,2640,0.395260556,8.87195122,26.25
16/9/1981,17.66,27.515,0.504000116,322.09,2565.53,0.50305889,8.87195122,25.87
17/9/1981,18.67,27.255,0.504000116,313.03,2560.84,0.682722779,8.87195122,25.8
18/9/1981,19.01,26.39,0.504000116,264.86,2626.59,0.718655557,8.87195122,25.69
19/9/1981,10.1,23.195,0.5,366.54,2000.25,0.772554724,8.87195122,25.63
20/9/1981,0,23.46,0.5,425.19,2039.83,0.880353057,8.87195122,25.56
21/9/1981,0,25.5,0.5,378.03,2400,0.916285835,8.87195122,25.81
22/9/1981,9.51,26.25,0.5,249.15,2640,0.880353057,8.87195122,25.81
23/9/1981,5.85,25.52,0.495999884,301.59,2320.83,0.808487502,8.87195122,25.54
24/9/1981,0,25.49,0.495999884,418.94,2280,0.66475639,8.87195122,25.5
25/9/1981,0,26.195,0.495999884,358.08,2542.04,0.538991668,8.87195122,25.44
26/9/1981,0,26.48,0.491999537,335.69,2645.57,0.449159723,8.87195122,25.4
27/9/1981,0,25.83,0.491999537,376.15,2425.99,0.377294167,8.87195122,25.33
28/9/1981,0,25.875,0.491999537,371.48,2439.5,0.323395001,8.87195122,25.42
29/9/1981,0,26,0.491999537,364.1,2480,0.269495834,8.87195122,25.5
30/9/1981,0,26.365,0.488000116,357.97,2545.32,0.215596667,8.87195122,25.45
1/10/1981,13.49,26.255,0.488000116,239.24,2640.41,0.395260556,8.87195122,25.44
2/10/1981,0,25.485,0.488000116,403.14,2284.24,0.305428612,8.87195122,25.53
3/10/1981,0,25.315,0.483999884,427.49,2140.41,0.197630278,8.87195122,25.53
4/10/1981,0,26.16,0.483999884,360.51,2480,0.147324389,8.87195122,25.55
5/10/1981,0,24.725,0.483999884,383.79,2226.95,0.120374806,8.87195122,25.51
6/10/1981,0,24.335,0.482650116,407.17,2093.98,0.091628584,8.87195122,25.51
7/10/1981,0,25.465,0.48,426.04,2114.69,0.070068917,8.87195122,25.47
8/10/1981,0,25.88,0.48,399.67,2282.04,0.052102528,8.87195122,25.52
9/10/1981,0,26.245,0.48,391.15,2319.28,0.041322695,8.87195122,25.48
10/10/1981,0,26.295,0.476,386.62,2334.79,0.0323395,8.87195122,25.43
11/10/1981,0,26.55,0.476,377.3,2400,0.028746222,8.87195122,25.49
12/10/1981,0,25.525,0.476,376.83,2283.67,0.028746222,8.87195122,25.59
13/10/1981,0,24.04,0.475921528,364.07,2120,0.026949583,8.87195122,25.59
14/10/1981,6.37,24.035,0.472,251.87,2211.92,0.035932778,8.87195122,25.59
15/10/1981,0,23.97,0.472,337.93,2190.5,0.034136139,8.87195122,25.72
16/10/1981,0,20.865,0.472,426.06,1578.73,0.026949583,8.87195122,25.72
17/10/1981,0,21.495,0.468,416.84,1640.78,0.019763028,8.87195122,25.64
18/10/1981,0,22.895,0.468,408.86,1783.37,0.015630758,8.87195122,25.6
19/10/1981,0,22.25,0.468,363.31,1880,0.011678153,8.87195122,25.89
20/10/1981,0,19.695,0.468,407.88,1468.17,0.008084875,8.87195122,25.87
21/10/1981,0,22.51,0.463999884,382.06,1808.34,0.004132269,8.87195122,25.81
22/10/1981,0,24.025,0.463999884,334.49,2127.37,0.001616975,8.87195122,25.64
23/10/1981,0,24.38,0.463999884,355.46,2100.74,0,8.87195122,25.45
24/10/1981,0,24.93,0.463999884,313.81,2300.2,0,8.87195122,25.4
25/10/1981,0,25.505,0.459999884,301.35,2401.28,0,8.87195122,25.45
26/10/1981,0,25.165,0.459999884,314.87,2306.73,0,7.393292683,25.36
27/10/1981,0,26.23,0.459999884,283.65,2553.33,0,7.393292683,25.33
28/10/1981,0,25.165,0.459921412,282.15,2400,0,7.515243902,25.36
29/10/1981,0,25.25,0.455999884,306.2,2320,0,7.591463415,25.38
30/10/1981,10.56,25.5,0.455999884,201.98,2480,0,7.682926829,25.36
31/10/1981,8.54,24.745,0.455999884,193.73,2400,0.004850925,7.728658537,25.37
1/11/1981,5.05,24.11,0.455999884,181.9,2355.65,0.010959497,7.789634146,25.35
2/11/1981,3.79,23.705,0.452,203.23,2266.03,0.011139161,7.850609756,25.34
3/11/1981,0,23.93,0.452,278.16,2256.9,0.009162858,7.911585366,25.29
4/11/1981,6.21,24.355,0.452,191.79,2353.23,0.008444203,7.926829268,25.04
5/11/1981,19.63,24.59,0.452,162.34,2508.94,0.037729417,7.942073171,25.09
6/11/1981,13.99,22.77,0.448,220.24,2080,0.0970185,7.972560976,25.13
7/11/1981,0,18.855,0.448,386.02,1376.5,0.093425222,7.972560976,25.16
8/11/1981,0,18.215,0.448,398.3,1274.07,0.071865556,8.00304878,25.16
9/11/1981,0,20.285,0.448,363.71,1565.57,0.057492445,8.033536585,25.24
10/11/1981,3.03,22.64,0.446650231,217.51,2045.02,0.050305889,8.06402439,25.3
11/11/1981,3.14,22.25,0.443999884,215.06,2000,0.04850925,8.125,25.59
12/11/1981,0,19.865,0.443999884,344.46,1579.51,0.046712611,7.987804878,26.68
13/11/1981,0,18.65,0.443999884,345.66,1440,0.039526056,7.896341463,26.06
14/11/1981,0,17.895,0.443999884,359.2,1340.19,0.034136139,7.865853659,25.44
15/11/1981,0,15.36,0.442650116,403.34,977.24,0.028746222,7.942073171,25.41
16/11/1981,0,14.97,0.440000116,416,875.58,0.023356306,7.942073171,25.31
17/11/1981,1.46,17.75,0.440000116,353.36,1320,0.019763028,8.033536585,25.52
18/11/1981,0,14.85,0.440000116,395.11,936.36,0.015630758,8.018292683,25.58
19/11/1981,0,14.765,0.440000116,405.59,882.27,0.012576472,6.021341463,25.6
20/11/1981,0,17.25,0.440000116,391.08,1080,0.009342522,6.006097561,25.54
21/11/1981,0,15.1,0.435999884,388.81,929.78,0.006288236,6.143292683,25.48
22/11/1981,0,11.24,0.435999884,396.58,717.97,0.003413614,6.341463415,25.47
23/11/1981,0,13.02,0.435999884,398.06,763.22,0.000718656,6.493902439,25.47
24/11/1981,0,16.17,0.435999884,379.33,986.86,0,6.509146341,25.86
25/11/1981,0,16.47,0.435999884,365.49,1058.26,0,6.448170732,25.98
26/11/1981,0,17.25,0.435999884,328.46,1240.33,0,6.600609756,25.82
27/11/1981,0,19.5,0.434650116,312.56,1440,0,6.798780488,25.7
28/11/1981,0,19.815,0.432,337.59,1368.24,0,6.951219512,25.37
29/11/1981,0,19.925,0.432,311.9,1453.37,0,7.073170732,25.22
30/11/1981,0,20.46,0.432,301.28,1546.09,0,7.195121951,25.41
1/12/1981,0,21.715,0.432,285.34,1720.1,0,7.286585366,25.55
2/12/1981,0,23.735,0.432,220.89,2153.6,0,7.393292683,25.6
3/12/1981,4.44,19.17,0.432,215.1,1440.97,0,7.454268293,25.2
4/12/1981,0,15.79,0.432,312.63,1108.92,0,7.530487805,25.19
5/12/1981,0,13.495,0.432,327.15,919.02,0,7.606707317,25.31
6/12/1981,0,12.565,0.430650231,320.63,862.73,0,7.652439024,25.38
7/12/1981,0,15,0.428000116,320.35,997.66,0,7.713414634,25.41
8/12/1981,0,15.505,0.428000116,328.64,1000.63,0,7.743902439,25.42
9/12/1981,0,14.825,0.428000116,299.62,1043.99,0,7.789634146,26.04
10/12/1981,0,10.635,0.428000116,313.91,759.39,0,7.835365854,26.18
11/12/1981,0,6.81,0.428000116,329.14,560,0,7.865853659,26.2
12/12/1981,0,8.9,0.428000116,339.51,600.43,0,7.881097561,25.75
13/12/1981,0,15.115,0.428000116,268.55,1128.14,0,7.911585366,25.68
14/12/1981,0,18,0.428000116,276.06,1320,0,7.911585366,25.43
15/12/1981,1,19.5,0.428000116,227.27,1599.86,0,7.911585366,25.42
16/12/1981,0,13.795,0.428000116,293.73,966.87,0,7.911585366,25.465
17/12/1981,0,14.36,0.428000116,298.6,994.11,0,7.942073171,25.51
18/12/1981,0,16.735,0.428000116,280.21,1224.47,0,7.942073171,25.56
19/12/1981,0,9.74,0.428000116,353.73,604.95,0,7.972560976,25.54
20/12/1981,0,5.25,0.428000116,294.69,560,0,8.00304878,25.51
21/12/1981,0,9.35,0.428000116,336.02,640,0,8.048780488,25.58
22/12/1981,0,15.095,0.428000116,320.96,984.42,0,8.079268293,25.66
23/12/1981,0,19.48,0.428000116,295.36,1380.77,0,8.109756098,25.82
24/12/1981,0,21.255,0.428000116,271.09,1642.29,0,8.140243902,26.21
25/12/1981,0,23.25,0.428000116,220.19,2080,0,8.18597561,26.21
26/12/1981,0,23.89,0.428000116,206.9,2200,0,8.216463415,26
27/12/1981,0,22.75,0.428000116,241.87,1920,0,8.24695122,26.04
28/12/1981,0,22.75,0.428000116,243.76,1920,0.001616975,8.262195122,26.25
29/12/1981,0,22.85,0.428000116,241.97,1952.24,0.004132269,8.277439024,26.25
30/12/1981,0,22.51,0.428000116,201.83,2080.47,0.004132269,8.277439024,26.3
31/12/1981,0,23,0.428000116,203.09,2120,0.005210253,8.277439024,26.42
1/1/1982,0,23.25,0.428000116,241.73,2000,0.005569581,8.307926829,26.69
2/1/1982,0,23.25,0.428000116,224.89,2080,0.005569581,8.338414634,27.33
3/1/1982,0,23.27,0.428000116,207.25,2120.2,0.005569581,8.338414634,27.34
4/1/1982,4.47,23.585,0.428814583,159.38,2147.08,0.005569581,8.353658537,26.97
5/1/1982,4.03,17.525,0.431921528,254.31,1229.22,0.005569581,8.384146341,26.7
6/1/1982,0,17.82,0.432,303.46,1291.52,0.005569581,8.399390244,26.45
7/1/1982,0,20.145,0.432,297,1481.91,0.005210253,8.414634146,26.2
8/1/1982,0,20.5,0.432,293.32,1560,0.004132269,8.429878049,25.99
9/1/1982,0,19.125,0.432,259.04,1537.01,0.004132269,8.429878049,26.71
10/1/1982,0,11.6,0.432,344.32,795.71,0.003772942,8.429878049,26.81
11/1/1982,0,7.795,0.432,293.4,695.02,0.001257647,8.429878049,27.21
12/1/1982,0,3.535,0.432,375.5,400,0,8.445121951,27.56
13/1/1982,6.22,11.015,0.432814352,311.18,706.91,0.002515294,8.460365854,27.35
14/1/1982,12.85,17.09,0.435999884,234.23,1236.26,0.019763028,8.475609756,26.99
15/1/1982,11.96,7.685,0.435999884,277.69,560.21,0.034136139,8.475609756,26.955
16/1/1982,0,9.66,0.435999884,369.95,640,0.039526056,8.490853659,26.92
17/1/1982,0,13.51,0.435999884,320.1,961.21,0.041322695,8.506097561,26.59
18/1/1982,0,15.405,0.435999884,357.08,984.84,0.039526056,8.521341463,26.3
19/1/1982,0,17.14,0.435999884,350.12,1142.3,0.037729417,8.536585366,26.06
20/1/1982,0,18.415,0.438650231,341.66,1269.61,0.034136139,8.536585366,25.86
21/1/1982,0,19,0.440000116,351.67,1280.2,0.0323395,8.536585366,25.98
22/1/1982,0,19,0.440000116,329.16,1360,0.030542861,8.551829268,25.96
23/1/1982,0,20.75,0.440000116,303.95,1600,0.028746222,8.582317073,25.73
24/1/1982,0.9,20.01,0.440000116,264.65,1640,0.026949583,8.582317073,25.71
25/1/1982,0,14.73,0.440000116,364.19,956.99,0.025152944,8.582317073,25.68
26/1/1982,0,15.63,0.443999884,319.7,1157.16,0.023356306,8.612804878,25.72
27/1/1982,0,11.845,0.443999884,370.79,800,0.021559667,8.643292683,25.73
28/1/1982,0,13.94,0.443999884,357.8,937.34,0.019763028,8.643292683,25.74
29/1/1982,0,16.33,0.443999884,339.23,1172.74,0.017966389,8.399390244,25.74
30/1/1982,0,18.325,0.443999884,315.27,1383.54,0.016708742,7.850609756,25.73
31/1/1982,0,20.55,0.448,310.34,1600.43,0.015810422,7.774390244,25.65
1/2/1982,4.02,21.405,0.448,200.43,1800,0.015810422,7.774390244,25.42
2/2/1982,9.35,22.715,0.448,176.83,2080,0.015810422,7.789634146,25.44
3/2/1982,0,22.79,0.448,264.63,1985.31,0.015810422,7.820121951,25.46
4/2/1982,1.79,22.79,0.450650116,264.91,1996.6,0.015451094,7.850609756,25.9
5/2/1982,8.28,23.5,0.452,173.58,2200,0.026949583,7.881097561,25.91
6/2/1982,0,23.595,0.452,271.74,2098.45,0.037729417,7.926829268,25.55
7/2/1982,0.8,22.47,0.452,221.52,2105.63,0.041322695,7.957317073,25.37
8/2/1982,11.28,20.985,0.452,186.34,1872.34,0.037729417,7.987804878,25.33
9/2/1982,4.38,22.885,0.455999884,206.11,2043.38,0.059289083,8.00304878,25.31
10/2/1982,4.16,23.895,0.455999884,188.3,2246.59,0.071865556,8.00304878,25.47
11/2/1982,6.31,21.305,0.455999884,238.11,1759.39,0.079052111,8.033536585,25.58
12/2/1982,0,22.155,0.455999884,317.87,1865.74,0.082645389,8.109756098,25.63
13/2/1982,0,21.57,0.459999884,329.92,1771.49,0.089831945,8.155487805,25.635
14/2/1982,0,17.32,0.459999884,390.88,1247.99,0.066475639,8.18597561,25.64
15/2/1982,0,20.86,0.459999884,325.97,1740.88,0.044915972,8.231707317,25.63
16/2/1982,0,24,0.459999884,269.76,2280,0.037729417,8.262195122,25.6
17/2/1982,13.6,23.01,0.463999884,244,2003.86,0.028746222,8.277439024,25.56
18/2/1982,0,20.36,0.463999884,300.35,1777.7,0.082645389,8.277439024,25.57
19/2/1982,0,20,0.463999884,402.38,1460.15,0.111391611,8.24695122,25.63
20/2/1982,0,19.16,0.464814352,403.87,1401.57,0.129358,8.277439024,25.61
21/2/1982,0,19.445,0.468,409.9,1406.75,0.114984889,8.338414634,25.5
22/2/1982,0,16.91,0.468,420.09,1193.71,0.0970185,6.661585366,25.46
23/2/1982,0,13.68,0.468,464.77,851.99,0.084442028,6.600609756,25.2
24/2/1982,0,15.29,0.472,492.47,808.39,0.073662195,6.600609756,25.52
25/2/1982,0,17.04,0.472,479.07,955.74,0.061085722,6.356707317,25.77
26/2/1982,0,19,0.472,433.08,1294.69,0.052102528,6.356707317,25.76
27/2/1982,0,20.45,0.472,432.35,1405.4,0.044915972,5.731707317,25.66
28/2/1982,0,22.48,0.476,371.77,1847.66,0.037729417,5.701219512,25.64
1/3/1982,0,19.175,0.476,358.84,1577.27,0.028746222,5.731707317,25.58
2/3/1982,0,14.5,0.476,424.68,1031.91,0.025152944,5.929878049,25.95
3/3/1982,0,16.325,0.478650116,463.16,1027.61,0.021559667,6.112804878,25.95
4/3/1982,2.53,21.04,0.48,366.57,1551.81,0.019763028,6.295731707,25.82
5/3/1982,10.11,22.565,0.48,300.64,1794.17,0.019763028,6.417682927,26.23
6/3/1982,45.26,22.75,0.48,256.8,2000,0.089831945,5.579268293,26.23
7/3/1982,15.52,21.505,0.483999884,270.09,1801.4,0.147324389,5.670731707,26
8/3/1982,16.65,13.975,0.483999884,359.97,958.57,0.233563056,5.960365854,26.03
9/3/1982,0,14.75,0.483999884,433.81,1080,0.269495834,6.173780488,26.16
10/3/1982,0,18.655,0.487921644,384.47,1465.04,0.251529445,6.356707317,26.18
11/3/1982,0,20.885,0.488000116,367.01,1741.24,0.215596667,6.539634146,26.06
12/3/1982,0.35,21.75,0.488000116,388.25,1760,0.197630278,6.737804878,26.89
13/3/1982,0,22.705,0.488000116,407.6,1800,0.168884056,6.859756098,27.1
14/3/1982,0,23.41,0.491999537,393.69,1920,0.129358,6.966463415,27.02
15/3/1982,0,23.215,0.491999537,426.16,1800,0.116781528,7.057926829,26.96
16/3/1982,0,23.45,0.491999537,417.06,1880,0.088035306,7.103658537,26.64
17/3/1982,0,23.01,0.495999884,421.76,1800,0.066475639,7.164634146,26.3
18/3/1982,0,23.5,0.495999884,418.42,1878.19,0.059289083,7.210365854,26.16
19/3/1982,0,24.25,0.495999884,384.96,2080,0.050305889,7.240853659,26.09
20/3/1982,0,24.495,0.495999884,414,1996.16,0.039526056,7.271341463,26.41
21/3/1982,0,24.005,0.5,417.63,1921.33,0.028746222,7.271341463,26.38
22/3/1982,0,23.76,0.5,429.8,1875.35,0.017966389,7.073170732,26.29
23/3/1982,11.38,24.25,0.5,302.58,2080,0.016349414,6.021341463,26.24
24/3/1982,11.18,24.02,0.504000116,301.15,2007.11,0.019763028,5.487804878,27.22
25/3/1982,11.71,23.75,0.504000116,280.08,2080,0.019763028,5.594512195,27.22
26/3/1982,3.86,22.495,0.504000116,279.75,1920,0.017966389,5.868902439,27.03
27/3/1982,0,19.92,0.504000116,438.48,1537.27,0.013295128,6.097560976,26.84
28/3/1982,31.41,18.955,0.508000116,265.78,1616.05,0.023356306,6.280487805,26.73
29/3/1982,73.8,18.795,0.508000116,217.84,1728.66,0.682722779,6.143292683,26.53
30/3/1982,0.34,20.725,0.508000116,327.47,1871.67,0.934252224,6.143292683,26.31
31/3/1982,0.1,21.665,0.512,359.05,1906.17,1.221714447,6.417682927,26.09
1/4/1982,0,21.77,0.512,411.44,1807.03,1.34747917,6.646341463,25.89
2/4/1982,0,21.365,0.512,457.28,1676.07,1.16781528,6.798780488,25.69
3/4/1982,0,23,0.512078472,446.18,1880,0.970185002,6.93597561,25.53
4/4/1982,0,23,0.516,401.55,2000,0.826453891,7.057926829,25.45
5/4/1982,0,22.69,0.516,482.52,1743.71,0.610857224,7.149390244,25.8
6/4/1982,0,25.47,0.516,412.29,2276.15,0.395260556,7.256097561,25.97
7/4/1982,0,20.415,0.520000116,530.45,1377.39,0.233563056,7.362804878,25.97
8/4/1982,0,20.93,0.520000116,439,1696.94,0.158104223,7.43902439,25.8
9/4/1982,0,24.28,0.520000116,406.65,2132.91,0.125764722,7.332317073,25.82
10/4/1982,16.44,22.99,0.521349884,293.1,2035.48,0.233563056,7.088414634,27.07
11/4/1982,19.36,19.215,0.524,268.98,1683.74,0.449159723,7.012195122,27.12
12/4/1982,0,18.185,0.524,418.79,1469.45,0.700689168,7.103658537,27.05
13/4/1982,0,20.66,0.524,462.05,1625.65,0.934252224,7.332317073,27.02
14/4/1982,0,24.3,0.528,420.66,2126.14,0.898319446,5.457317073,26.89
15/4/1982,4.25,25.15,0.528,298.33,2303.61,0.826453891,4.679878049,26.97
16/4/1982,15.37,24.075,0.528,331.26,2080,0.84442028,4.969512195,26.7
17/4/1982,0,24.48,0.528,419.15,2179.64,0.880353057,5.304878049,26.77
18/4/1982,0,24.75,0.532000116,449.76,2120,0.934252224,5.56402439,26.77
19/4/1982,0,25.165,0.532000116,421.68,2280,0.898319446,5.56402439,26.7
20/4/1982,4.03,25.935,0.532000116,285.84,2478.57,0.772554724,5.762195122,26.95
21/4/1982,0,25.74,0.535185532,428.54,2320,0.592890835,5.914634146,27.2
22/4/1982,0,25.375,0.535999884,479.31,2120,0.485092501,6.067073171,27.2
23/4/1982,5.97,24.895,0.535999884,312.17,2280.43,0.377294167,6.18902439,27.02
24/4/1982,0,22.435,0.535999884,299.83,2203.05,0.305428612,6.31097561,26.945
25/4/1982,8.36,23.24,0.54,207.91,2337.29,0.305428612,6.432926829,26.87
26/4/1982,18.92,23.27,0.54,246.93,2283.05,0.521025279,6.539634146,26.49
27/4/1982,16.71,23.5,0.54,310.57,2120,0.826453891,5.243902439,26.32
28/4/1982,3.7,23.29,0.54,338.73,2013.05,1.024084169,4.832317073,26.13
29/4/1982,0,23.725,0.544000116,396.17,2192.65,1.257647225,4.420731707,26.095
30/4/1982,0,23.105,0.544000116,434.74,2034.54,1.221714447,4.801829268,26.06
1/5/1982,0,23.115,0.544000116,407.32,2098.08,1.042050558,5.213414634,26.025
2/5/1982,6.21,22.36,0.544000116,298.81,2035.54,0.898319446,5.457317073,25.99
3/5/1982,0,22.18,0.547999884,419.06,1963.7,0.772554724,5.609756098,25.945
4/5/1982,0,22.895,0.547999884,418.03,2074.13,0.592890835,5.442073171,25.9
5/5/1982,0,22.38,0.547999884,462.03,1900.98,0.485092501,5.533536585,25.83
6/5/1982,0,22.21,0.547999884,446.42,1917.29,0.395260556,5.823170732,25.77
7/5/1982,0,21.435,0.549349769,474.23,1782.11,0.323395001,5.945121951,25.54
8/5/1982,0,22.495,0.552,506.23,1798.91,0.251529445,6.082317073,25.48
9/5/1982,0,23.355,0.552,492.27,1930.57,0.172477334,6.18902439,25.37
10/5/1982,0,23.17,0.552,523.28,1799.73,0.120374806,5.137195122,25.23
11/5/1982,0,22.125,0.552,516.26,1740.14,0.088035306,5.137195122,25.12
12/5/1982,0,21.86,0.556,524.76,1675.15,0.061085722,5.533536585,25.06
13/5/1982,0,22.12,0.556,504.69,1760.18,0.043119333,5.701219512,25.07
14/5/1982,0,21.99,0.556,515.56,1724.75,0.028746222,4.527439024,25.06
15/5/1982,0,22.69,0.556,515.83,1768.04,0.019763028,4.588414634,25.05
16/5/1982,0,23.735,0.556,514.66,1877.49,0.013834119,4.954268293,25.04
17/5/1982,0,24.25,0.56,472.63,2080.09,0.008084875,5.320121951,25.02
18/5/1982,0,23.095,0.56,485.11,1895.06,0.002335631,5.594512195,24.99
19/5/1982,0,23.5,0.56,464.3,2000,0,5.777439024,24.97
20/5/1982,0,22.9,0.56,470.47,1904.31,0,5.945121951,24.96
21/5/1982,16.2,24.06,0.56,309.45,2195.38,0.000538992,6.036585366,24.95
22/5/1982,11.23,24.735,0.561349769,314.98,2280,0.008264539,6.143292683,24.94
23/5/1982,12.7,25.575,0.563999884,290.7,2451.41,0.082645389,6.295731707,25.06
24/5/1982,13.9,24.725,0.563999884,291.18,2320,0.123968084,6.432926829,25.23
25/5/1982,11.5,25.75,0.563999884,308.31,2400.41,0.11318825,6.570121951,25.28
26/5/1982,18.57,25.975,0.563999884,286.76,2505.46,0.167087417,6.661585366,25.25
27/5/1982,44.02,25.25,0.563999884,287.33,2400,0.700689168,6.75304878,25.22
28/5/1982,12.98,26.07,0.563999884,293.03,2502.1,1.131882502,6.859756098,25.22
29/5/1982,0,26.895,0.567185417,381.64,2645.55,1.042050558,6.981707317,25.27
30/5/1982,17.27,27.01,0.568,292,2642.57,0.970185002,7.088414634,25.62
31/5/1982,17.17,26.125,0.568,264.95,2607.46,0.952218613,7.195121951,25.71
1/6/1982,6.92,26.75,0.568,282.42,2640,0.970185002,7.317073171,25.39
2/6/1982,17.18,26.82,0.568,262.06,2720,1.131882502,7.408536585,25.38
3/6/1982,5.75,25.84,0.568,214.02,2720,1.239680836,7.5,25.42
4/6/1982,4.03,26.5,0.568,250.15,2720,1.185781669,7.606707317,25.44
5/6/1982,6.09,27.25,0.568,261.32,2800,1.095949725,7.682926829,25.42
6/6/1982,2,28.25,0.568078356,375.91,2880,0.970185002,7.774390244,25.38
